store_id,town,area,self_service,cart,basket,month,quantity,sales_value,store_type
1438,Hyderabad,200,1,1,1,5,31.22000005,14364.54,MT
1439,Kolkata,200,1,1,1,6,543,15243,MT
1440,Bhiwani,200,1,1,1,4,380,28952.8,MT
1441,Tiruchirappalli,200,1,1,1,4,665,36979.5,MT
1442,Vijayawada,200,1,1,1,4,154,6372,MT
1443,Siliguri,550,0,0,0,4,565,22548.59999,TT
1444,Nagda,500,0,0,0,12,3,320,TT
1445,Siliguri,550,0,0,0,2,5,340,TT
1446,Anantapur,200,1,1,1,5,36,4034.499992,MT
1447,Chennai,400,0,0,0,9,59,5679,TT
1448,Hyderabad,1000,1,1,1,2,9,887,MT
1449,Mangaldoi,200,1,1,1,5,7530,341267.5,MT
1450,Indore,200,1,0,1,7,1,899,MT
1451,Vijayawada,1200,1,1,1,6,102.05,4711.35,MT
1452,Ranchi,800,1,0,1,1,338,14872.65,MT
1453,Anand,2000,0,0,0,11,11,440,TT
1454,Hyderabad,1200,1,1,1,5,3958,132116.2,MT
1455,Aldona,500,1,1,1,4,2,230,MT
1456,Greater,300,0,0,0,1,36,10126,TT
1457,Chandigarh,1500,1,1,1,11,14,470,MT
1458,Narsinghgarh,750,1,1,1,11,1.700000003,566,MT
1459,Anand,2000,0,0,0,1,84.5,2587.539993,TT
1460,Patiala,300,0,0,0,5,2,40,TT
1461,Erode,200,0,0,0,1,10,3391.070023,TT
1462,Vijayawada,500,1,0,1,3,24612,1305215.45,MT
1463,Lucknow,380,0,0,0,3,19473,881655,TT
1464,Bhimavaram,1000,1,0,1,3,38505.59001,2447189.725,MT
1465,Hyderabad,300,0,0,0,3,1184.030004,984488.9821,TT
1466,Guntur,1000,1,1,1,3,25678,980601.7303,MT
1467,Mahbubnagar,1000,0,0,0,3,37542.9,1491715.16,TT
1468,Hyderabad,1000,1,1,1,3,551,20134.27,MT
1469,Ghazipur,1000,1,1,1,3,5750,228627.5,MT
1470,Srikakulam,2400,0,0,0,3,145062,8751081.408,TT
1471,Kolkata,1200,0,0,0,3,25556.816,1240061.352,TT
1472,Arrah,300,1,1,1,3,232,19147.96999,MT
1473,Vijayawada,200,1,1,1,3,6812,500595.24,MT
1474,Karimnagar,1200,1,1,1,3,36946.44503,1970474.83,MT
1475,Gurgaon,500,0,0,0,3,3091,95098,TT
1476,Greater,400,0,0,0,3,7007.032,802370.48,TT
1477,Punganur,600,0,0,0,3,8414,471474.97,TT
1478,Guwahati,200,0,0,0,3,3193,175743,TT
1479,Kalimpong,2500,0,0,0,3,6163.536,544771.3,TT
1480,Rishikesh,500,0,0,0,3,23,3594.160004,TT
1481,Sivasagar,1000,0,0,0,3,175,71050,TT
1482,Vemulawada,1000,0,0,0,3,2212.5,139077.98,TT
1483,Kakinada,200,0,0,0,1,2,100.5,TT
1484,Noida,1000,1,1,1,1,3,326,MT
1485,Mahbubnagar,1500,1,0,1,1,88,9559.120171,MT
1486,Varanasi,1000,1,1,1,3,20,1207,MT
1487,Raipur,2400,0,0,0,4,16704.501,858884.4808,TT
1488,Ongole,800,0,0,0,4,715,25112,TT
1489,Puducherry,1200,0,0,0,4,7375,244503.5101,TT
1490,Ghazipur,1000,1,1,1,4,3538,131226.5,MT
1491,Hyderabad,1000,0,0,0,4,21789,1048150.8,TT
1492,Chandigarh,500,1,0,1,4,21996,1337749.62,MT
1493,Greater,400,0,0,0,4,2746,240139,TT
1494,Barddhaman,350,0,0,0,4,31944.601,626516.026,TT
1495,Samalkot,800,0,0,0,4,1593,251747.4,TT
1496,Panchla,500,0,0,0,4,12469,1022228.07,TT
1497,Durgapur,1400,1,1,1,4,8136,290024,MT
1498,Chitradurga,2000,0,0,0,4,93984,6126089.71,TT
1499,Adilabad,1000,1,1,1,4,15438.536,384344.3702,MT
1500,Jaggaiahpet,800,0,0,0,4,17074,838009.79,TT
1501,Hoshiarpur,1000,0,0,0,4,7,945,TT
1502,Sonipat,400,0,0,0,3,1365,104507,TT
1503,Hyderabad,400,0,0,0,4,175,9914,TT
1504,Greater,1000,0,0,0,4,6,337.5,TT
1505,Ongole,800,0,0,0,3,103,2858,TT
1506,Pudukkottai,1000,0,0,0,8,3499.163,103776.778,TT
1507,Khedbrahma,3000,0,0,0,8,11294.524,612545.6969,TT
1508,Kerakat,1000,0,0,0,8,676.4630001,4873.925998,TT
1509,Jhargram,400,0,0,0,8,621.2150001,24557.57998,TT
1510,Faridabad,1000,1,1,1,8,5920.639,255032.8222,MT
1511,Delhi,800,0,0,0,8,7924.634001,596916.8151,TT
1512,Hyderabad,800,0,0,0,8,3061,88929.55997,TT
1513,Tumkur,1500,0,0,0,8,41716,1910781.17,TT
1514,Jabalpur,1450,0,0,0,8,30912,1337690.11,TT
1515,Hyderabad,1000,0,0,0,8,10031,458014.8803,TT
1516,Jaggaiahpet,800,0,0,0,8,6755,328158.6,TT
1517,Dehradun,500,0,0,0,8,1629.66,95214.5,TT
1518,Jaggaiahpet,800,0,0,0,7,16744,793640.4,TT
1519,Hyderabad,800,0,0,0,7,9100,249150.55,TT
1520,Anekal,1000,0,0,0,7,86.6,3678,TT
1521,Lucknow,380,0,0,0,7,27248,971121,TT
1522,Adilabad,500,0,0,0,7,7978,399045.5201,TT
1523,Jabalpur,1450,0,0,0,7,72308,3134862.41,TT
1524,Kolkata,1200,0,0,0,7,20782.823,1060659.095,TT
1525,Karimnagar,1100,0,0,0,7,50346,2878336.71,TT
1526,Agartala,1400,0,0,0,7,30649,1858660,TT
1527,Hyderabad,400,0,0,0,7,1470.995,63658.67,TT
1528,Coimbatore,100,0,0,0,7,1923.05,86196.7,TT
1529,Anantapur,1500,0,0,0,7,6984.769001,1615210.5,TT
1530,Hyderabad,1000,0,0,0,7,27907,1322601.271,TT
1531,Nagpur,900,1,1,1,7,7226,252720.4501,MT
1532,Mancherial,26000,0,0,0,7,10046.85,264509.8999,TT
1533,GVMC,800,0,0,0,7,17198,955347.3701,TT
1534,Ganjam,480,0,0,0,7,21011,1177649,TT
1535,Karimnagar,1100,0,0,0,5,56143,3477210.601,TT
1536,Pudukkottai,1000,0,0,0,6,5780.517,328087.88,TT
1537,Ganjam,480,0,0,0,5,21392,1258396.65,TT
1538,Kadapa,2040,0,0,0,5,2305,212744.49,TT
1539,Greater,800,0,0,0,6,8589,218436.05,TT
1540,Hyderabad,900,0,0,0,5,15758.398,661184.935,TT
1541,Delhi,800,0,0,0,6,13422.749,1075956.466,TT
1542,Puducherry,1200,0,0,0,5,9482,303454.0803,TT
1543,Guwahati,400,0,0,0,6,3159.065,731364.91,TT
1544,Pudukkottai,1000,0,0,0,5,32346.516,750234.3999,TT
1545,Vicarabad,100,0,0,0,6,14590,859699.02,TT
1546,Raipur,1000,0,0,0,6,1560,127969.3398,TT
1547,Jhargram,400,0,0,0,6,1202.75,58269.21001,TT
1548,Hyderabad,800,0,0,0,5,8263,246601.74,TT
1549,Hyderabad,2000,0,0,0,5,7191,220836.95,TT
1550,Chennai,1500,0,0,0,5,48043,1237987.28,TT
1551,Chennai,300,0,0,0,5,24820.082,915911.87,TT
1552,Hosakote,1000,0,0,0,6,7244.43,134812.235,TT
1553,Solan,1000,0,0,0,6,196,53557.90913,TT
1554,Hyderabad,400,0,0,0,6,1014,54575,TT
1555,Greater,300,0,0,0,6,1276.677,128411.34,TT
1556,Ujjain,800,1,0,1,6,10714,350085.7599,MT
1557,Greater,400,0,0,0,6,7246.045,1127603.84,TT
1558,BANGALORE,950,0,0,0,6,360.275,17963.57,TT
1559,Nagarkurnool,1000,0,0,0,5,11919,531290.19,TT
1560,Ganjam,480,0,0,0,6,21277,1292529.96,TT
1561,Vicarabad,100,0,0,0,5,13257,845384,TT
1562,Punganur,600,0,0,0,5,7920,381099.5198,TT
1563,Korba,540,1,1,1,5,20956,1054813.92,MT
1564,Tiruchirappalli,1000,0,0,0,6,13286,513061.0196,TT
1565,Raipur,2400,0,0,0,6,17038.402,857258.4904,TT
1566,Hyderabad,2000,0,0,0,6,7280,250831.1,TT
1567,Nashik,700,0,0,0,5,2,361.5,TT
1568,Hyderabad,400,0,0,0,5,2241,115244,TT
1569,Sivasagar,1000,0,0,0,6,44,6308,TT
1570,Greater,149,0,0,0,5,9,745,TT
1571,Greater,500,0,0,0,5,12,154.3999996,TT
1572,Noida,200,1,1,1,10,30559,1291704,MT
1573,Samastipur,2000,0,0,0,7,7292,518290.3596,TT
1574,Hyderabad,200,1,1,1,7,148978.647,1.02E+07,MT
1575,Chitradurga,800,1,0,1,12,3568,162172.75,MT
1576,GVMC,2000,1,1,1,12,96777.54702,6286749.595,MT
1577,Vemulawada,1000,0,0,0,12,1382,68430.92001,TT
1578,Nalgonda,1000,1,0,1,4,16270,652453.25,MT
1579,Bargachhia,200,0,0,0,1,1826,94822.20008,TT
1580,Ongole,800,0,0,0,1,1785,62618.39998,TT
1581,Hyderabad,500,1,1,1,10,170,15085,MT
1582,GVMC,900,0,0,0,10,26520,1291107.02,TT
1583,Kannur,1500,1,0,1,7,3598,138366.36,MT
1584,Lucknow,1500,1,1,1,12,28977,1542325.79,MT
1585,Kolkata,1500,1,0,1,4,6062,477528.9201,MT
1586,Kurnool,3500,1,1,1,4,23447.237,1353775.242,MT
1587,Kolkata,200,1,1,1,4,19674,1162319.56,MT
1588,Greater,500,0,0,0,12,42,3361.600001,TT
1589,Hyderabad,800,0,0,0,12,2028,76307.25,TT
1590,Vizianagaram,100,1,1,1,12,5426,194251.75,MT
1591,Chapra,3000,1,1,1,4,35587.555,2013132.193,MT
1592,Greater,600,1,0,1,4,55,15022,MT
1593,Anantapur,1400,1,1,1,1,48647,3124721.2,MT
1594,Greater,400,0,0,0,1,13830.166,1439219.1,TT
1595,Hubli-Dharwad,500,1,0,1,1,27403,2064632.11,MT
1596,Tirupati,700,1,0,1,10,31364.702,974953.772,MT
1597,Karimnagar,200,1,1,1,10,10737,408366.99,MT
1598,Pune,200,1,0,1,10,3395.599994,1989970.4,MT
1599,Vijayawada,200,1,1,1,7,29712,1034859.36,MT
1600,Amravati,700,1,1,1,7,8798,447885.7401,MT
1601,Dhanbad,800,1,1,1,12,5079,269394.51,MT
1602,Bilaspur,4000,1,1,1,12,9136,847609.2,MT
1603,Guwahati,500,0,0,0,4,2859,128740,TT
1604,Hyderabad,600,0,0,0,4,5264.918988,3272472.722,TT
1605,Goa,2000,1,1,1,4,1876.5,131418.5,MT
1606,Gadchiroli,2200,0,0,0,4,57347,3995645.94,TT
1607,Patna,200,1,1,1,4,3057,219721.4798,MT
1608,Hyderabad,3000,1,1,1,1,19705,965596.32,TT
1609,BANGALORE,400,0,0,0,1,19930.105,675358.266,TT
1610,Srikakulam,800,0,0,0,1,10648,491718.25,TT
1611,Meerut,1000,1,0,1,7,7257,608330.1796,MT
1612,Karimnagar,600,1,1,1,7,22219,1282193.5,MT
1613,Jammu,2500,1,1,1,7,25256.788,1505423.67,MT
1614,Ahmadabad,1000,1,0,1,7,6232,374861.82,MT
1615,Raipur,800,1,1,1,10,528.2689999,43159.44,MT
1616,Hyderabad,3000,1,1,1,12,11530,566148.27,TT
1617,Chandigarh,1000,0,0,0,4,5014,324428,TT
1618,Gurgaon,500,0,0,0,4,2644,110767,TT
1619,Palacole,1800,1,1,1,1,150038,6320066.41,MT
1620,Pratapgarh,4000,1,1,1,1,3957,590942.3301,MT
1621,Chandigarh,2000,0,0,0,1,22076,1911015,TT
1622,Guntur,400,0,0,0,1,6844,342696.8801,TT
1623,Indore,200,1,0,1,10,479,286204.27,MT
1624,Imphal,1020,0,0,0,1,612,187852,TT
1625,Kadapa,800,1,0,1,7,7740,414016.2,MT
1626,BANGALORE,700,0,0,0,7,58484.277,3663978.506,TT
1627,Thorrur,500,1,0,1,1,4749,208880.94,MT
1628,Ranchi,1000,0,0,0,1,568,52427.81001,TT
1629,Hyderabad,450,0,0,0,1,6174,210101.0601,TT
1630,Anantapur,1400,1,1,1,10,28802,1813413.45,MT
1631,BANGALORE,800,0,0,0,10,1595.872998,554774.024,TT
1632,Hyderabad,500,1,1,1,7,343,36129,MT
1633,Karimnagar,1500,1,0,1,7,44658.76501,2681214.4,MT
1634,Amalapuram,1500,1,1,1,7,33283.226,1334024.341,MT
1635,Guwahati,500,0,0,0,12,1249,72984,TT
1636,BANGALORE,1760,1,1,1,12,15380,625030.5,MT
1637,Nagpur,800,1,0,1,12,4604.5,111871,MT
1638,Dehradun,500,0,0,0,12,1471.5,75471,TT
1639,Delhi,1800,0,0,0,1,24542,2770215.9,TT
1640,Peddapuram,500,1,1,0,1,5615,1851088,MT
1641,Narsinghgarh,4500,1,1,1,10,22423.906,1625164.27,MT
1642,Warangal,500,1,0,1,10,13875,460476,MT
1643,Pune,220,1,0,1,7,32,8675,MT
1644,Tiruchirappalli,500,1,1,1,7,14326.25,227553.36,MT
1645,Bargachhia,200,0,0,0,12,3193,185709.42,TT
1646,Siliguri,200,1,1,1,12,1079,41052,MT
1647,Uthiramerur,1100,1,0,1,12,14108,610555.5,MT
1648,Nashik,340,0,0,0,12,3636,98974.5,TT
1649,Greater,350,1,0,1,4,2180.05,121871.48,MT
1650,Nagpur,900,1,0,1,4,28841,837391.14,MT
1651,Chandigarh,1000,0,0,0,1,5155,319615.18,TT
1652,GVMC,900,0,0,0,1,25871,1424936.51,TT
1653,Adilabad,200,1,1,1,1,4087.645,316022.3397,MT
1654,Siliguri,200,1,1,1,1,853,24790,MT
1655,Greater,260,0,0,0,1,847,255925.2002,TT
1656,Palakonda,500,0,0,0,1,9811.464,753596.6,TT
1657,Chittaurgarh,2500,1,1,1,7,13522.698,714902.675,MT
1658,Sircilla,800,1,1,1,12,145,25945,MT
1659,Ranchi,1000,0,0,0,12,1070,91023.23003,TT
1660,Araria,300,1,0,1,1,408,35471.80001,MT
1661,Hyderabad,1000,1,1,1,1,45636.548,1965483.656,MT
1662,Tumkur,1000,1,1,1,10,2283,89309.59002,MT
1663,Siliguri,200,0,0,0,10,10456,453331.66,TT
1664,BANGALORE,450,0,0,0,7,5860.227993,1955363.743,TT
1665,BANGALORE,600,0,0,0,7,3611.390987,1712990.468,TT
1666,Varanasi,200,1,0,1,12,3411,250222.1201,MT
1667,Yamunanagar,900,0,0,0,4,10992,354090,TT
1668,Bhupalpalle,500,1,0,1,1,14695,341460.42,MT
1669,Chandigarh,500,1,0,1,10,31157,1910724.75,MT
1670,Guwahati,500,0,0,0,7,1303,68806.2,TT
1671,Hyderabad,750,0,0,0,7,3831.839998,1914192,TT
1672,Vizianagaram,1600,1,1,1,7,66600,2275716.409,MT
1673,Warangal,1500,1,0,1,4,18747.659,1005998.85,MT
1674,Chandigarh,1000,1,0,1,4,7195,1256078,MT
1675,Mahabubabad,500,1,1,1,4,7981,393779.77,MT
1676,Adilabad,500,1,1,1,7,34898,2002560.25,MT
1677,Chennai,500,0,0,0,7,1490.243,123322.412,TT
1678,Pune,1000,0,0,0,7,2834.532995,1655046.54,TT
1679,Kolkata,200,1,1,1,7,12323,626207.81,MT
1680,Faridabad,1100,0,0,0,12,4228,291065.58,TT
1681,Delhi,2500,1,1,1,4,128,57334.95,MT
1682,Goa,150,0,0,0,1,50956,1128635.5,TT
1683,Greater,300,0,0,0,1,6322.584001,754478.34,TT
1684,Faridabad,1100,0,0,0,1,16884,1058849.8,TT
1685,BANGALORE,600,0,0,0,1,5910.96999,2370123.799,TT
1686,Hyderabad,650,1,1,1,1,7251,684330.21,MT
1687,Chennai,200,1,1,1,1,230.1300001,24652.87995,MT
1688,Karimnagar,1200,1,1,1,1,62954.57005,3408871.379,MT
1689,Adilabad,1000,1,1,1,1,29121.205,723217.8793,MT
1690,Sangrur,1500,1,1,1,10,3271,52920,TT
1691,Hoshiarpur,800,1,1,1,10,28497,833016.4699,MT
1692,Aurangabad,200,1,1,1,10,1228.159001,770265.7401,MT
1693,Greater,500,0,0,0,7,39162.156,3410979.74,TT
1694,Noida,200,1,1,1,12,27064,1121381.75,MT
1695,Vijayawada,500,1,0,1,12,22603,1235863.6,MT
1696,Dhanbad,800,1,1,1,4,6280.5,419109.7601,MT
1697,Korba,4500,1,1,1,4,12243,717572.5,MT
1698,Adilabad,3500,0,0,0,1,29253,1843899.53,TT
1699,Nagpur,1200,1,1,1,10,27735,1132201.59,MT
1700,Delhi,2500,1,1,1,10,217,100930.6399,MT
1701,Greater,1200,0,0,0,10,46797.46,2834597.75,TT
1702,Karimnagar,200,1,1,1,1,1225.4,78961.79902,MT
1703,Patna,3000,1,0,1,7,4384,259298.8501,MT
1704,Meerut,1000,1,0,1,12,6606,507739.9321,MT
1705,BANGALORE,500,1,1,1,12,83,7045,MT
1706,BANGALORE,600,0,0,0,4,1065.763,42676.69298,TT
1707,Kolkata,1000,0,0,0,4,27746.118,793154.8796,TT
1708,Amritsar,1500,1,1,0,1,33775,1735397.22,MT
1709,Greater,2000,1,0,1,10,14918.29,1042103.29,MT
1710,Patna,1200,0,0,0,10,27944.2,1914980.63,TT
1711,Kadapa,600,1,1,1,10,3188.718001,455629.015,MT
1712,Anantapur,1400,1,1,1,4,19380,1313429.5,MT
1713,Rupnagar,900,1,0,1,1,19505.07,481403.3052,MT
1714,Farrukhabad-cum-Fatehgarh,600,1,1,0,10,1830,65436.65,MT
1715,Guwahati,200,1,1,1,10,16342.051,473579.48,MT
1716,Karimnagar,1000,1,1,1,10,98441.83003,4941419.311,MT
1717,Kolkata,2300,1,0,1,12,20205,1084806.6,MT
1718,Greater,1200,0,0,0,12,50866.421,3160253.8,TT
1719,Amritsar,1200,0,0,0,4,18654,952454.6,TT
1720,Noida,200,1,1,1,4,38015,1633825.63,MT
1721,Jammu,3000,1,0,1,1,5052,826574.9398,MT
1722,Coimbatore,100,0,0,0,1,7389.44,260467.2,TT
1723,Vemulawada,1000,0,0,0,1,2785.5,169439.32,TT
1724,Amritsar,1500,1,1,0,10,24059,1295721.89,MT
1725,Durg-Bhilainagar,200,1,1,1,10,7776.385,535135.7198,MT
1726,Varanasi,1000,1,1,1,7,20,1826.999985,MT
1727,Lucknow,1500,1,1,1,7,26410,1359205.79,MT
1728,Chittoor,4000,1,1,1,7,16927,796087.5,MT
1729,Mangaldoi,200,1,1,1,7,12154,519600.6299,MT
1730,BANGALORE,600,0,0,0,12,2118.601993,901798.3795,TT
1731,Guntur,1000,1,1,1,4,20942,928407.0501,MT
1732,Vijayapura,1000,1,0,1,4,4406.1,445440,MT
1733,Goa,200,1,1,1,1,9736,443367,TT
1734,Renigunta,200,1,0,1,10,10036,302694,MT
1735,Kolkata,1000,0,0,0,10,5075.418,165620.21,TT
1736,Chandigarh,1000,1,0,1,10,1714,1012244,MT
1737,Vijayapura,1000,1,0,1,10,5154.75,512136,MT
1738,North,200,1,1,1,10,8179.555999,2229636.28,MT
1739,Greater,350,1,1,1,10,8573,965446.98,MT
1740,Kolkata,300,1,1,1,10,12360.628,428926.8859,MT
1741,Varanasi,800,1,1,1,7,939,64184,MT
1742,Yadgir,1000,1,1,1,12,18419,974169,MT
1743,Hyderabad,2000,0,0,0,12,5200,172300.5,TT
1744,Chennai,400,1,0,1,12,1406,44963,MT
1745,Nellore,450,1,0,1,4,29375,1169569.5,MT
1746,Delhi,500,1,1,1,1,25261.024,1618176.81,MT
1747,Hyderabad,450,0,0,0,1,196638.353,7152286.633,TT
1748,Greater,250,1,0,1,1,58966.634,1470215.43,MT
1749,Nellore,450,1,0,1,1,63608,2738529.6,MT
1750,Vijayawada,1200,1,1,1,1,88996.841,3824807.241,MT
1751,Gurgaon,1000,1,0,1,1,4226.42,145885.84,MT
1752,Pune,1000,1,1,1,1,14000.06399,887779.4778,MT
1753,Kolkata,1500,1,0,1,10,6314,573961.3,MT
1754,Pune,500,1,0,1,7,5892,458398,MT
1755,Karnal,700,1,0,1,7,5287,360094.02,MT
1756,Chandigarh,1000,0,0,0,12,3703,225900,TT
1757,Bhimavaram,900,1,1,0,12,14696.271,399422.507,MT
1758,Greater,500,0,0,0,12,227,17547,TT
1759,Chennai,400,0,0,0,12,3085,155225,TT
1760,Delhi,800,1,0,1,4,62,5024.299999,MT
1761,Chittoor,4000,1,1,1,1,35024,1701395.5,MT
1762,Anantapur,1000,0,0,0,7,40398.77999,2790714.641,TT
1763,Greater,350,1,0,1,12,19405,797144,MT
1764,Muzaffarpur,200,1,1,1,12,43659,3029241.46,MT
1765,Hyderabad,600,0,0,0,4,3088.903995,1687347.7,TT
1766,BANGALORE,600,0,0,0,4,3048.349991,1340789.729,TT
1767,Greater,500,0,0,0,10,18339.842,1806290.36,TT
1768,Raiganj,200,1,1,1,10,4645,204158,TT
1769,Korba,500,1,0,1,4,25150,1033213.81,MT
1770,Anantapur,200,1,1,1,4,64962,3687646.83,MT
1771,Hyderabad,200,1,1,1,1,487.0390006,242498.1397,MT
1772,Hyderabad,3000,1,1,1,10,9790,451948.3,TT
1773,Jammu,1000,0,0,0,10,19696.801,3952244.636,TT
1774,Patna,400,1,1,0,10,626,42297.15003,MT
1775,Greater,400,0,0,0,10,5762.392001,1105527.6,TT
1776,GVMC,300,1,1,1,10,44791,1819230.89,MT
1777,Arrah,300,1,1,1,10,735,49245.6,MT
1778,Vijayawada,900,1,0,1,7,29673,763738.7899,MT
1779,Hyderabad,600,0,0,0,12,3695.079989,2358170.3,TT
1780,Kakinada,600,1,1,0,12,16315.019,368017.6719,MT
1781,Rajahmundry,900,1,1,0,12,3134,109093.4,MT
1782,Pudukkottai,600,1,0,1,12,2701,81970.08006,MT
1783,Nagpur,600,1,0,1,12,4010.2,339513.9,MT
1784,Bongaigaon,338,1,1,1,12,944,53629.37003,MT
1785,Vasai-Virar,500,1,1,1,12,228.5540005,93826.10003,MT
1786,Adilabad,3500,0,0,0,12,9578,545573.5999,TT
1787,Hyderabad,450,0,0,0,12,2944,110701.46,TT
1788,Hyderabad,500,0,0,0,1,2686,524189.6,TT
1789,Guwahati,200,0,0,0,1,3902,207644,TT
1790,Hyderabad,3927,1,1,1,1,32335.58001,1841669.888,MT
1791,Srikakulam,1800,0,0,0,1,2690,103956.55,TT
1792,Hyderabad,450,0,0,0,10,100123.22,3548114.061,TT
1793,Greater,350,1,0,1,10,2458.604,225688.6,MT
1794,Muzaffarpur,200,1,1,1,10,41417,2780480.69,MT
1795,Greater,300,0,0,0,7,8631.912001,722154.99,TT
1796,Kanpur,900,1,1,1,7,738,47494.05,MT
1797,Hyderabad,450,0,0,0,12,107952.935,4347773.662,TT
1798,Greater,100,0,0,0,12,9657,425455,TT
1799,Rewa,200,1,1,1,12,9025,638963.221,MT
1800,GVMC,1200,1,0,1,4,1227,148330.25,MT
1801,Varanasi,200,1,1,1,1,4362.895,339041.572,MT
1802,Nagpur,480,0,0,0,1,1889,301736,TT
1803,Karimnagar,1000,1,1,1,1,121934.975,7304912.606,MT
1804,Peddapuram,400,0,0,0,10,1860,694738.8298,TT
1805,Pune,600,0,0,0,10,2385.847998,1311427.569,TT
1806,Vijayawada,500,1,0,1,10,27015,1360527.45,MT
1807,Hyderabad,300,0,0,0,7,1297.087,895752.3791,TT
1808,Greater,350,1,1,1,7,6981,627254,MT
1809,Chennai,500,1,1,1,12,6682.023001,154129.512,MT
1810,Indore,200,1,0,1,12,583,389539.1001,MT
1811,Hyderabad,500,1,1,1,4,40601.258,1715173.192,MT
1812,Dimapur,2500,1,1,1,1,20681,4123390.64,MT
1813,Chandigarh,1200,0,0,0,1,6797.508,485264.3599,TT
1814,Greater,1200,0,0,0,1,41929.74,2609473,TT
1815,Guwahati,500,0,0,0,10,1140,62339,TT
1816,Greater,100,0,0,0,10,11746,435545,TT
1817,Varanasi,200,1,1,1,10,4760,1008600.81,MT
1818,Ujjain,800,1,0,1,10,9351,348659.9397,MT
1819,Delhi,200,1,1,1,7,1834.478001,367007.984,MT
1820,Raiganj,200,1,1,1,7,6512,327519.5,TT
1821,Kolkata,200,0,0,0,12,2186,403500,TT
1822,Anantapur,200,1,1,1,12,6885,374826.9701,MT
1823,Goa,1500,1,0,1,1,21550,675442.35,MT
1824,Amravati,700,1,1,1,1,13764,672417.6801,MT
1825,Rajahmundry,900,1,1,0,10,4747,168787.85,MT
1826,Tiruchirappalli,500,1,1,1,10,14075,251612.51,MT
1827,Nagpur,800,1,0,1,10,5471.165,157943.8,MT
1828,Arrah,300,1,1,1,7,1760,86237.40001,MT
1829,Chittaurgarh,2500,1,1,1,12,15361.638,920321.875,MT
1830,Pune,920,0,0,0,12,6072.52299,3266864.303,TT
1831,Haldwani-cum-Kathgodam,1000,0,0,0,12,6023,312730.03,TT
1832,Aalo,3000,1,1,1,4,1658,197802,MT
1833,Raichur,200,1,0,1,4,13538,664954.95,MT
1834,Hyderabad,200,1,0,1,7,148,98315,MT
1835,Goa,1500,1,0,1,11,17932,486608.18,MT
1836,Tiruchirappalli,450,1,1,1,11,5874,100082,MT
1837,Bhupalpalle,1000,1,1,1,11,26023,1021908,MT
1838,Vijayapura,1000,1,0,1,8,5026.005,457945.8,MT
1839,Gurgaon,500,1,1,1,9,7784,209006,MT
1840,Gurgaon,600,0,0,0,11,887,56873.78999,TT
1841,Delhi,200,1,1,1,11,12864,967666.3,MT
1842,Eluru,1200,1,1,1,8,22465.235,1152207.3,MT
1843,Pune,920,0,0,0,9,6322.119986,3457625.593,TT
1844,Bhimavaram,200,1,1,1,9,14647.15,743781.4799,MT
1845,Muzaffarpur,200,1,1,1,9,40962,2612253.701,MT
1846,Ramanagara,2000,1,1,1,9,26667.771,1069205.109,MT
1847,Delhi,200,1,1,1,9,1892.907,415948.686,MT
1848,BANGALORE,1500,1,1,1,11,15901.267,728005.624,MT
1849,Hyderabad,200,1,1,1,9,70164.04001,5256728.02,MT
1850,Patna,1000,1,1,0,1,3001,196788.0499,MT
1851,Kannur,1500,1,0,1,1,6194,273569.02,MT
1852,Raichur,200,1,0,1,12,24375,1038600.84,MT
1853,Ranchi,1000,0,0,0,11,1350,102407.42,TT
1854,Korba,540,1,1,1,8,19023,936258.1396,MT
1855,Chapra,3000,1,1,1,9,21151.127,1163794.643,MT
1856,Warangal,500,1,0,1,9,13365.929,479133.3299,MT
1857,Tiruchirappalli,200,1,1,1,11,1429,88147.03001,MT
1858,Greater,350,1,1,1,11,8344,836634.96,MT
1859,Hyderabad,1200,1,1,1,11,13502,383370,MT
1860,Tanuku,500,1,1,1,11,478,30007,MT
1861,Varanasi,500,0,0,0,9,7397.25,716487,TT
1862,Pudukkottai,600,1,0,1,11,2940,91576.96011,MT
1863,Dhamtari,800,0,0,0,11,8055,232044,TT
1864,Kakinada,600,1,1,0,8,19817.86,446118.9471,MT
1865,Chittaurgarh,2500,1,1,1,9,13846.395,741553.871,MT
1866,Sangareddy,1000,1,0,1,9,33148.325,2067281.13,MT
1867,Bhupalpalle,500,1,0,1,9,25169,603684.7,MT
1868,Hyderabad,750,0,0,0,1,3597.199997,1759187.9,TT
1869,Hyderabad,600,0,0,0,9,1872.129996,1250381.8,TT
1870,Tiruchirappalli,500,1,1,1,11,13652,236602.27,MT
1871,BANGALORE,300,1,1,1,11,2805.735,216902,MT
1872,Raipur,1000,1,1,1,8,486,53727,MT
1873,Guwahati,200,0,0,0,9,5133,293453.5,TT
1874,Bhupalpalle,1000,1,1,1,9,25145,1054726.6,MT
1875,Greater,300,1,1,1,7,981.3080002,113921.82,MT
1876,Tirupati,500,1,0,1,11,5465,326844.6,MT
1877,Asansol,500,0,0,0,11,8024.883,533786.4796,TT
1878,Karimnagar,1000,1,1,1,11,80571.81001,4341388.031,MT
1879,Greater,350,1,0,1,8,2350.25,143093.5,MT
1880,Tiruchirappalli,500,1,1,1,8,13920.5,228052.97,MT
1881,Nashik,200,0,0,0,1,93,16497.40002,TT
1882,Kolkata,200,1,1,1,7,882,25244,MT
1883,Greater,500,1,0,1,8,35,1752,MT
